age,workclass,education,marital_status,occupation,relationship,race,hours_per_week,native_country,income,Sex
45,1,3,1,14,0,4,38,25,0,1
47,1,10,1,6,0,4,40,39,0,1
31,0,9,0,8,3,4,75,39,0,1
75,2,7,1,3,0,4,30,39,0,1
43,1,14,1,10,0,3,50,39,0,1
30,1,13,1,10,0,4,40,39,1,1
27,1,3,3,5,2,4,40,12,0,1
44,1,9,1,6,0,0,40,39,0,1
53,3,14,0,10,1,4,35,39,1,0
40,1,13,1,0,0,4,40,39,0,1
18,1,7,3,12,3,4,20,39,0,0
33,1,13,1,11,0,2,40,8,0,1
20,1,9,3,12,3,4,40,39,0,1
38,1,10,1,3,0,2,50,39,0,1
48,1,9,0,0,1,4,35,39,0,0
46,2,9,1,3,0,4,40,39,0,1
51,1,9,1,2,0,4,40,39,0,1
35,2,9,3,7,2,4,30,39,0,0
24,1,4,3,5,2,4,40,25,0,1
30,1,10,0,5,1,4,50,39,0,1
70,1,9,1,3,0,4,30,39,0,1
26,1,9,1,14,0,4,44,39,0,1
46,1,9,1,2,0,4,40,39,1,1
70,1,9,1,0,5,4,5,39,0,0
37,3,10,1,7,0,4,40,39,0,1
36,2,10,0,12,4,4,35,39,0,0
23,1,5,3,6,2,4,40,25,0,0
44,2,10,1,3,0,4,50,39,1,1
53,1,10,1,3,0,4,60,39,1,1
23,1,10,1,5,0,4,40,39,0,1
26,1,9,3,2,1,2,40,39,0,1
21,0,10,1,8,0,4,40,39,0,1
34,3,14,0,10,1,4,50,39,0,0
43,1,7,1,2,0,4,40,39,0,1
22,1,10,3,7,2,2,20,39,0,1
36,1,9,1,0,0,1,40,40,0,1
42,2,10,1,4,0,4,60,39,0,1
27,1,11,3,0,3,4,35,39,0,0
41,1,9,0,11,3,4,40,39,0,1
32,1,13,1,3,2,1,40,2,1,0
21,1,10,3,0,3,1,20,39,0,1
44,1,13,1,3,0,2,50,39,1,1
29,1,13,3,3,3,4,40,39,0,1
19,2,10,3,7,3,4,22,39,0,0
21,3,10,3,0,3,4,40,12,0,1
46,1,9,1,14,0,4,40,39,0,1
38,1,13,1,3,0,4,55,39,1,1
43,1,10,3,0,4,4,48,39,1,1
54,2,9,1,12,0,4,50,39,1,1
18,0,10,3,8,3,4,40,39,0,1
50,1,9,1,0,5,4,40,39,1,0
30,1,11,1,10,5,4,36,39,1,0
30,1,5,1,2,0,4,40,39,0,1
28,3,9,3,3,4,0,35,39,0,0
26,1,11,3,0,1,4,45,39,0,0
37,3,10,1,2,0,4,43,39,0,1
64,3,14,1,10,5,4,5,39,1,0
18,1,9,3,12,3,4,28,39,0,0
30,1,10,1,0,0,4,30,39,0,1
18,1,7,3,7,2,2,30,39,0,1
27,1,9,1,2,0,4,40,39,0,1
49,1,5,1,7,0,4,40,39,0,1
46,3,9,1,7,0,4,43,39,1,1
37,1,9,1,0,0,4,40,39,0,1
30,1,10,0,14,1,4,40,39,0,1
29,1,9,0,10,1,3,30,10,0,0
22,0,9,3,8,3,4,40,25,0,1
25,2,9,1,4,0,4,30,39,0,1
38,1,9,2,9,4,2,30,39,0,0
32,0,13,0,8,4,4,40,39,0,0
35,1,10,1,2,0,4,50,39,0,1
56,1,14,1,0,0,4,80,39,1,1
29,1,10,0,3,1,4,40,39,0,0
41,1,9,1,13,0,4,40,39,0,1
47,1,9,1,6,0,4,40,39,0,1
23,1,13,3,0,1,1,40,39,0,0
46,2,13,1,12,0,4,45,39,1,1
39,1,13,0,0,4,4,20,39,0,0
42,2,10,1,4,5,4,50,39,0,0
68,0,4,1,8,0,4,30,39,0,1
57,1,15,3,10,1,4,40,39,0,0
22,1,10,3,7,1,2,30,39,0,0
24,1,11,3,0,1,4,30,39,1,1
19,1,10,3,5,3,4,50,39,0,1
55,1,12,0,12,4,2,30,39,0,0
37,3,9,1,11,0,4,40,39,0,1
37,3,10,3,0,4,2,40,39,0,0
28,1,13,1,7,0,4,50,39,0,1
27,1,9,3,7,1,4,40,39,0,0
40,3,13,3,10,4,4,20,39,0,0
51,1,9,0,9,3,4,40,39,0,0
52,1,11,1,14,0,4,56,39,0,1
74,0,10,4,8,1,4,3,39,0,0
20,0,10,3,8,3,4,40,39,0,0
40,3,10,0,0,1,4,50,39,0,0
63,1,10,1,11,0,4,40,39,0,1
63,1,9,0,14,4,4,45,39,1,1
51,1,10,0,0,4,4,40,39,0,0
23,1,9,3,0,1,4,40,39,0,0
66,2,9,4,2,1,4,20,39,0,1
33,2,9,1,12,0,4,66,39,0,1
49,1,9,1,2,0,4,43,39,0,1
20,1,10,3,14,1,4,32,39,0,1
26,1,10,1,11,0,4,40,39,0,1
52,1,9,1,3,0,4,50,39,1,1
33,1,13,1,3,0,4,50,39,1,1
47,1,13,0,12,1,4,45,39,0,1
23,1,9,3,3,3,2,75,39,0,1
53,3,12,1,0,0,4,40,39,0,1
19,1,10,3,7,3,4,20,39,0,1
53,1,4,1,14,0,4,60,39,1,1
65,1,9,3,6,1,4,10,39,0,1
68,1,13,1,14,0,4,30,39,0,1
30,1,6,3,12,2,4,18,12,0,1
28,1,7,1,2,0,4,45,39,0,1
54,3,6,1,11,0,4,45,39,0,1
30,1,9,3,7,3,4,10,39,0,1
22,1,10,3,0,3,4,50,39,0,1
25,1,9,3,7,3,4,30,39,0,1
19,1,7,3,7,2,4,20,39,0,1
19,0,10,3,8,3,4,35,39,0,0
32,3,15,1,10,0,4,40,39,1,1
23,1,13,3,3,3,4,40,39,0,0
51,3,13,1,10,0,4,45,39,0,1
25,1,10,1,12,0,4,44,39,1,1
46,3,13,3,10,1,2,40,39,0,0
38,1,10,0,13,4,4,50,39,0,0
26,3,9,1,11,0,1,40,39,1,1
46,1,9,0,10,1,4,40,39,0,0
25,1,13,3,10,1,4,40,39,0,0
29,3,14,1,10,2,4,35,39,0,1
51,2,14,1,3,0,4,50,39,1,1
40,1,10,1,2,0,4,52,39,0,1
24,1,10,3,0,1,4,40,39,0,0
24,2,13,3,4,4,4,50,39,0,1
31,1,11,1,7,5,0,24,25,0,0
54,0,9,0,8,1,4,30,39,0,0
34,1,12,2,2,1,4,60,39,0,1
19,1,10,3,4,3,4,66,39,0,1
21,1,9,3,14,3,2,40,39,0,1
21,1,6,1,4,0,4,70,39,0,1
23,1,10,1,14,0,4,24,39,0,1
37,3,10,3,2,1,4,40,39,0,1
40,1,14,1,3,0,4,46,39,1,1
57,1,9,1,7,0,4,30,39,0,1
24,1,7,1,14,0,1,40,40,0,1
43,1,10,1,10,0,4,40,39,0,1
32,0,13,3,8,1,4,20,27,0,0
40,1,9,3,7,1,4,40,39,0,0
49,1,9,0,3,1,4,40,39,0,1
62,3,9,3,2,1,4,40,39,0,1
29,1,11,1,0,0,4,40,39,0,1
49,1,9,2,6,4,4,40,39,0,0
55,3,10,0,0,4,2,40,39,0,0
20,0,10,3,8,3,0,72,39,0,1
37,2,13,3,3,3,4,40,39,0,1
43,3,13,1,0,0,4,40,39,1,1
29,1,10,0,0,1,4,40,39,0,0
44,1,9,1,12,5,4,40,39,1,0
28,1,10,2,13,4,4,40,39,1,1
38,1,10,3,3,1,4,45,39,0,0
22,0,10,3,8,3,4,40,39,0,1
19,1,10,3,7,3,4,20,39,0,0
20,1,8,3,7,1,4,40,39,0,1
60,1,9,1,5,0,4,40,39,0,1
30,1,9,3,12,1,4,40,39,0,0
22,1,10,3,0,1,1,40,27,0,1
51,1,10,0,12,1,4,60,39,0,0
31,1,13,3,10,4,2,40,27,0,0
48,1,9,0,3,4,4,40,39,0,0
51,3,9,0,14,4,2,40,39,0,1
50,3,9,1,2,0,2,40,39,1,1
46,1,9,1,12,5,4,40,39,1,0
68,1,9,1,5,0,4,45,39,1,1
23,2,12,3,2,1,4,30,39,0,1
49,1,14,3,12,1,4,35,39,0,0
24,1,6,1,5,0,4,40,39,0,1
30,3,9,1,11,0,2,40,39,0,1
34,1,9,3,12,1,4,35,39,0,0
22,1,10,3,3,3,4,40,39,0,1
30,1,4,2,5,1,4,40,39,0,1
61,1,4,1,14,0,4,31,39,0,1
36,1,9,0,3,4,4,40,39,0,1
51,2,11,1,3,0,4,40,39,0,1
43,1,3,1,6,5,1,40,40,1,0
54,3,10,1,11,0,4,48,39,1,1
63,1,9,4,10,1,4,25,39,0,0
51,1,10,1,3,0,4,40,39,1,1
63,2,6,1,6,0,4,40,39,0,1
51,3,14,1,10,0,4,60,39,1,1
27,1,9,0,12,3,4,35,39,0,0
35,1,12,1,13,0,4,40,39,1,1
31,0,13,1,8,5,4,25,39,1,0
46,2,9,2,2,4,4,40,39,0,1
53,1,11,1,2,0,2,40,39,1,1
26,3,10,0,0,3,4,24,39,0,1
43,1,9,3,6,3,4,40,39,0,1
54,3,9,1,0,0,4,40,39,1,1
62,0,10,1,8,5,4,45,39,1,0
57,3,10,0,10,4,4,40,39,0,0
19,0,10,3,8,3,2,24,39,0,1
29,3,9,3,7,3,4,20,39,0,1
20,1,9,3,2,2,2,40,39,0,1
18,0,10,3,8,3,4,40,39,0,1
22,0,10,3,8,3,4,40,39,0,1
23,1,9,3,7,1,4,40,7,0,1
69,1,7,1,0,0,4,20,39,0,1
53,3,13,1,10,0,2,35,39,0,1
28,1,9,3,0,1,4,40,39,0,1
28,1,13,1,7,0,2,40,39,0,1
33,2,9,1,3,0,1,84,36,1,1
48,1,9,0,12,4,4,30,39,0,0
61,1,9,1,2,0,4,40,39,1,1
48,1,10,1,3,0,4,40,39,0,1
32,1,4,1,2,0,4,40,39,0,1
51,1,9,1,2,0,4,40,39,1,1
27,0,13,3,8,1,4,40,39,0,1
19,1,10,3,7,3,4,14,39,0,1
47,1,9,1,10,0,4,50,39,0,1
25,1,13,3,14,3,4,60,39,0,1
72,1,10,1,11,0,2,40,39,0,1
29,1,7,0,2,1,4,40,39,0,1
22,1,9,3,0,3,4,40,39,0,0
57,1,9,1,7,0,2,48,8,0,1
50,1,12,1,0,0,4,60,3,0,1
45,2,10,1,12,0,4,30,39,0,1
52,1,10,0,10,1,4,40,39,1,1
53,1,14,1,3,0,4,48,39,1,1
36,1,9,1,5,0,4,48,39,0,1
46,1,9,1,2,0,4,40,39,1,1
20,1,9,3,12,3,4,20,39,0,0
75,1,3,4,7,4,2,10,39,0,1
32,3,9,1,2,0,4,40,39,1,1
28,1,9,1,2,0,4,40,39,0,1
53,1,14,0,10,1,4,40,39,0,0
17,1,7,3,12,3,4,35,39,0,0
46,3,11,0,0,4,4,38,39,0,0
39,1,12,2,10,1,4,30,39,0,0
38,1,10,0,2,4,4,40,39,0,1
36,1,9,1,6,0,4,60,39,0,1
63,3,13,3,10,1,2,21,39,0,0
28,1,2,1,6,0,4,43,25,0,1
28,0,13,3,8,3,4,45,39,0,1
49,1,9,3,0,4,4,35,39,0,0
43,1,10,1,6,0,4,40,25,0,1
38,1,13,1,3,0,4,45,39,1,1
39,1,9,3,13,1,4,62,8,0,1
42,0,9,0,8,1,2,40,39,0,0
40,1,9,1,3,0,4,40,39,0,1
45,0,9,2,8,4,4,10,39,0,0
29,0,9,0,8,4,4,40,39,0,0
30,1,10,1,13,0,4,50,39,1,1
44,1,10,1,14,0,2,40,39,0,1
40,1,9,1,12,0,4,24,39,0,1
30,1,9,3,6,2,4,35,33,0,0
52,2,11,0,10,1,4,35,39,0,0
42,1,10,1,2,0,2,40,39,1,1
39,1,10,1,2,0,4,52,39,1,1
43,1,10,0,10,4,4,45,39,0,1
30,1,11,1,2,0,4,40,8,0,1
83,0,9,4,8,1,4,20,39,0,0
39,1,13,1,10,0,4,55,39,1,1
41,1,9,1,14,5,4,20,39,0,0
25,1,7,1,2,0,4,40,39,0,1
59,0,12,0,8,1,4,8,39,0,1
44,3,13,3,0,1,4,40,39,0,1
40,1,9,3,5,3,4,40,20,0,1
21,1,9,3,0,3,2,35,22,0,0
41,1,10,2,0,1,4,38,39,0,0
24,1,13,3,3,1,4,50,39,0,0
67,2,9,1,4,0,4,60,39,0,1
24,1,13,3,0,3,4,38,39,0,1
50,2,13,1,12,0,4,60,39,0,1
48,1,14,0,12,1,4,35,39,0,1
55,0,12,1,8,0,2,20,39,1,1
50,1,13,0,10,4,4,36,20,0,0
64,3,6,1,3,0,4,40,39,1,1
49,1,5,0,7,1,2,37,39,0,1
20,1,9,3,7,3,2,52,39,0,1
30,1,9,2,0,1,4,40,39,0,0
37,1,13,1,7,0,1,30,2,0,1
52,1,9,1,6,0,4,40,39,1,1
22,1,10,3,11,3,4,25,39,0,1
77,0,9,4,8,1,4,14,39,0,0
19,3,10,3,0,3,4,15,39,0,1
52,1,9,0,2,2,4,55,39,1,1
42,1,13,1,13,3,1,40,39,0,0
35,1,9,2,3,1,4,36,39,0,0
27,1,10,3,0,4,4,50,39,0,0
54,3,9,3,7,1,2,38,39,0,0
37,1,6,1,14,0,4,35,39,0,1
28,1,4,1,2,0,4,30,39,0,1
63,1,13,1,12,0,4,40,39,0,1
19,1,9,3,6,3,4,42,39,0,1
28,1,13,3,12,3,4,40,39,0,0
23,0,10,3,8,1,4,40,39,0,1
44,1,15,3,10,1,4,40,39,1,0
31,1,10,1,2,0,4,40,39,1,1
35,1,13,3,12,1,1,50,27,1,1
64,1,9,0,9,1,4,50,39,0,0
40,1,9,1,5,0,4,40,39,1,1
59,3,12,0,10,1,4,50,39,0,0
22,1,10,3,0,3,4,40,39,0,0
40,1,10,3,12,1,4,44,39,0,0
35,1,4,1,5,0,4,40,25,0,1
20,1,10,3,0,3,4,15,39,0,0
35,3,9,3,11,3,4,40,39,0,1
28,1,10,1,3,0,4,48,39,0,1
28,1,9,0,6,3,4,40,39,0,1
37,0,10,1,8,0,4,20,39,0,1
25,2,12,3,12,1,4,60,39,0,1
37,1,9,0,0,4,4,40,39,0,0
19,0,10,3,8,3,4,45,39,0,0
31,1,11,0,12,3,4,38,39,0,0
41,1,9,3,0,2,4,40,39,0,0
31,1,6,1,13,0,4,40,39,1,1
44,1,9,1,2,0,4,40,39,0,1
20,1,10,3,3,1,2,47,39,0,1
57,2,10,1,4,0,4,50,39,0,1
26,1,9,0,7,1,4,12,39,0,0
29,3,9,3,11,1,4,40,39,0,1
40,1,11,1,2,0,4,40,39,1,1
21,1,12,3,7,1,2,35,22,0,1
21,1,10,3,2,1,4,70,39,0,1
34,2,15,2,10,4,4,48,39,1,1
24,1,13,3,3,3,4,15,39,0,0
28,1,6,0,7,1,4,40,39,0,0
35,1,9,2,14,3,4,50,39,0,1
35,1,9,0,2,1,4,40,39,0,1
38,3,13,3,3,1,4,40,39,0,0
44,3,9,0,0,4,2,40,39,0,0
39,1,13,1,5,5,4,40,31,1,0
57,3,9,0,7,1,4,40,39,0,0
19,1,10,3,12,3,4,40,39,0,0
29,1,11,1,6,0,4,48,39,0,1
23,1,9,3,6,2,2,40,39,0,1
50,1,9,4,7,4,4,40,39,0,0
51,2,10,1,2,0,4,20,39,0,1
28,1,11,0,2,1,0,40,39,0,1
44,1,13,1,12,0,4,60,39,0,1
29,2,13,3,10,1,2,40,39,0,1
31,1,9,0,14,1,4,45,39,0,1
27,1,13,1,2,0,4,45,39,1,1
34,1,13,1,3,0,4,45,39,0,1
27,1,10,1,5,0,4,40,39,1,1
31,1,11,3,0,4,2,40,39,0,0
46,1,12,1,2,0,4,40,39,1,1
39,1,10,3,0,3,1,40,39,0,0
40,1,13,1,12,0,4,55,39,1,1
28,1,7,0,12,3,4,40,39,0,1
18,1,9,3,12,3,4,40,39,0,0
51,1,9,0,0,1,4,40,39,0,0
58,2,9,0,12,1,4,50,39,0,1
66,1,9,1,12,0,4,40,39,0,1
36,2,9,1,7,5,1,20,35,0,0
38,1,7,0,5,1,4,60,39,0,0
25,1,12,3,3,3,4,40,39,0,1
25,1,9,3,7,4,4,22,39,0,0
90,1,7,3,5,3,4,40,39,0,1
41,3,10,0,0,4,4,40,39,0,0
34,0,9,3,8,4,2,40,39,0,0
33,1,9,3,0,1,4,40,39,0,0
39,2,9,3,2,3,2,20,39,0,0
59,1,9,1,12,0,4,60,39,0,1
19,0,10,3,8,3,4,40,39,0,1
27,1,9,3,5,3,4,40,39,0,0
52,1,4,1,2,0,4,40,39,0,1
59,2,9,0,7,3,4,24,39,0,0
28,1,10,0,2,4,4,40,39,0,0
37,1,9,0,7,2,4,50,29,0,0
50,0,6,1,8,0,4,99,39,0,1
36,1,13,1,3,0,4,50,39,1,1
34,1,13,1,10,0,4,60,39,1,1
23,1,10,3,0,3,4,40,39,0,1
19,0,7,3,8,3,4,30,39,0,0
27,3,14,3,10,3,4,52,39,0,1
31,3,14,1,10,0,4,40,39,0,1
21,1,6,1,6,0,4,36,39,0,1
31,1,9,1,3,0,4,54,39,0,1
59,1,9,1,5,0,4,40,39,1,1
19,1,7,3,5,3,4,40,39,0,1
47,1,9,1,14,0,4,50,39,0,1
34,1,13,3,2,4,4,40,39,0,1
57,1,9,1,7,0,4,78,39,0,1
51,3,5,1,14,0,2,40,39,0,1
21,1,10,3,5,1,4,20,39,0,1
30,2,10,1,12,0,4,50,39,0,1
46,1,10,0,5,1,4,45,39,0,1
40,1,13,3,12,1,4,45,39,0,0
52,1,1,1,7,1,4,40,7,0,1
23,1,13,3,12,1,1,50,36,0,1
25,1,9,3,0,1,4,50,39,0,0
43,1,10,0,14,1,4,45,39,0,1
38,3,10,0,11,4,0,40,39,1,0
22,1,11,3,7,1,4,30,39,0,0
65,1,11,1,14,0,4,20,39,0,1
50,1,9,3,13,3,4,15,39,0,1
25,1,9,1,14,0,4,40,39,0,1
54,1,10,0,0,1,4,40,39,0,0
49,1,9,1,0,0,4,40,39,1,1
44,1,10,1,6,0,4,40,39,0,1
24,1,5,0,7,3,4,40,39,0,0
25,1,13,3,12,1,4,38,39,0,1
65,3,9,1,14,0,4,20,39,0,1
56,2,9,1,3,0,2,45,39,0,1
23,1,13,3,10,3,4,40,39,0,0
20,1,10,3,7,1,4,20,39,0,0
24,1,3,3,2,4,4,40,7,0,1
40,2,10,1,4,0,4,50,39,0,1
55,1,9,1,2,0,4,50,39,1,1
38,1,9,0,0,4,4,48,39,0,0
23,1,9,3,0,4,2,40,39,0,0
44,1,13,1,3,0,4,50,39,0,1
20,2,10,3,0,3,4,12,10,0,0
29,1,9,3,7,3,4,40,39,0,1
43,3,9,1,11,0,4,40,39,0,1
30,1,8,0,6,1,4,40,39,0,1
28,3,10,3,0,1,4,38,39,0,0
31,1,9,1,3,0,4,40,39,1,1
52,1,9,0,2,4,4,40,39,0,0
36,1,13,1,10,5,4,50,19,1,0
38,1,9,1,2,0,4,45,39,0,1
66,0,10,1,8,0,4,40,39,0,1
63,2,11,1,4,0,4,40,39,0,1
21,1,10,3,7,3,4,35,39,0,1
33,3,9,0,0,1,4,40,39,0,1
20,0,10,3,8,3,4,20,39,0,1
33,1,16,1,10,0,4,55,39,1,1
66,0,4,3,8,2,2,30,39,0,1
20,1,10,3,0,3,4,30,27,0,0
28,1,9,0,5,1,4,40,39,0,1
46,1,9,0,9,4,4,28,6,0,0
25,1,10,1,12,0,2,45,39,0,1
31,2,5,1,2,0,4,60,39,0,1
49,1,9,1,2,0,4,40,39,0,1
22,3,10,1,13,4,4,20,39,0,1
52,1,11,1,7,5,4,20,39,1,0
29,1,12,1,3,5,4,50,39,0,0
18,1,7,3,7,3,4,20,39,0,0
31,3,10,1,3,0,4,35,39,0,1
23,1,10,3,7,1,1,35,40,0,0
27,0,11,1,8,5,0,40,39,1,0
54,2,6,1,12,0,4,65,39,0,1
50,3,9,0,7,4,4,49,5,0,0
24,1,13,3,4,3,4,40,39,0,0
17,0,7,3,8,3,4,18,39,0,0
49,2,9,2,7,1,4,45,39,0,1
54,3,9,1,2,0,4,40,39,1,1
49,1,9,1,0,0,4,40,39,0,1
36,3,13,3,10,1,4,35,39,0,0
23,1,9,3,14,3,2,40,13,0,1
63,1,10,4,7,1,4,40,39,0,0
67,1,9,1,12,0,4,40,1,1,1
23,1,9,3,2,1,4,40,39,0,1
22,1,13,3,10,3,4,40,39,0,1
66,1,11,1,0,0,4,30,39,0,1
25,1,7,1,2,0,4,50,39,0,1
30,1,10,0,6,4,4,20,39,0,0
67,2,4,1,3,0,4,40,39,0,1
30,1,8,3,2,1,2,40,39,0,1
26,1,10,3,6,1,2,38,39,0,0
34,1,9,1,6,0,4,40,39,0,1
21,1,10,3,12,3,4,40,39,0,1
18,1,8,3,2,3,4,10,39,0,1
21,1,9,3,2,1,4,40,39,0,1
76,2,5,1,10,0,4,40,39,0,1
51,3,10,1,11,0,1,70,27,0,1
26,1,9,1,6,5,4,56,39,0,0
18,1,8,3,7,1,4,25,39,0,0
18,0,7,3,8,3,4,40,39,0,1
59,1,9,0,3,1,4,40,39,0,0
33,2,10,3,4,1,4,72,39,0,1
25,1,9,3,7,3,4,10,39,0,0
48,1,9,4,6,1,4,10,39,0,0
64,1,13,0,12,1,4,5,39,0,0
47,3,14,3,10,1,4,45,39,1,0
26,1,10,3,13,3,4,40,39,0,0
36,1,12,1,10,0,4,48,39,1,1
21,1,9,1,4,0,4,40,39,0,1
54,0,4,3,8,1,4,25,39,0,0
30,1,9,3,6,3,4,44,39,0,1
41,2,9,0,2,1,4,40,39,0,1
34,1,10,3,12,2,2,30,39,0,1
20,0,10,3,8,3,4,35,39,0,0
24,1,6,3,12,1,4,49,7,0,1
26,1,13,3,10,1,4,20,39,0,0
25,1,9,3,0,1,4,48,39,0,0
35,1,10,0,12,4,4,36,39,0,0
41,1,10,0,2,1,4,40,39,1,1
33,1,7,3,2,3,4,40,39,0,1
18,1,10,3,7,3,4,25,39,0,0
27,2,9,2,0,1,4,38,39,0,1
32,1,9,0,7,4,4,35,39,0,0
51,3,9,3,7,1,2,40,39,0,1
38,1,11,0,0,4,2,40,39,0,0
41,3,10,1,14,5,4,25,39,0,0
38,2,11,0,3,4,4,35,39,0,1
54,1,5,1,3,0,4,45,39,1,1
30,1,13,3,10,1,4,60,28,0,0
31,1,10,4,3,4,4,30,39,0,0
26,3,13,3,10,1,4,40,39,0,1
29,1,14,3,14,3,2,40,39,0,1
61,1,9,1,3,0,4,50,39,1,1
24,1,10,2,12,4,4,45,39,0,0
22,0,8,3,8,1,4,30,39,0,1
34,1,12,3,10,1,4,40,39,0,1
42,1,10,0,2,3,4,40,39,0,1
24,1,7,3,2,1,4,40,39,0,1
42,2,12,1,12,0,4,40,27,0,1
39,3,13,1,10,5,4,50,39,1,0
20,1,9,3,5,3,4,40,39,0,1
51,1,7,3,7,1,2,40,39,0,0
68,1,13,1,12,0,4,30,39,0,1
28,3,9,3,6,3,4,48,39,0,1
43,1,9,0,13,1,4,40,39,0,0
35,1,10,1,2,1,4,40,39,0,1
44,1,9,0,0,4,2,40,39,0,0
41,1,13,3,5,1,4,40,39,0,1
44,1,9,1,13,0,4,45,39,1,1
20,1,9,1,0,2,4,40,39,0,0
46,1,9,1,2,0,4,75,39,1,1
32,1,10,3,7,1,4,50,39,0,1
46,1,10,0,12,1,4,50,39,0,1
26,1,9,3,7,1,4,24,39,0,1
20,1,10,3,0,3,1,40,40,0,0
36,1,9,1,4,5,4,40,39,0,0
49,1,13,1,3,0,4,40,39,1,1
36,1,9,3,14,1,4,45,39,0,1
22,1,10,3,7,2,4,25,39,0,1
52,3,9,0,0,1,4,40,39,0,0
42,1,9,1,3,0,4,50,39,1,1
22,0,10,3,8,3,4,40,39,0,1
72,1,9,4,7,4,4,16,39,0,0
30,3,13,2,10,1,4,40,39,0,0
44,1,10,1,5,0,4,40,39,0,1
23,1,13,3,12,1,4,45,39,0,0
22,1,10,3,12,3,4,20,39,0,1
59,1,13,2,0,4,4,60,39,0,1
46,1,9,0,10,4,4,40,39,0,0
30,1,11,1,5,0,4,40,25,0,1
64,3,4,4,7,4,4,30,33,0,0
31,1,10,1,12,5,2,40,39,0,0
64,1,9,1,7,0,4,20,39,0,1
45,1,9,3,6,3,4,40,39,0,0
32,1,9,3,0,2,2,40,22,0,0
43,1,13,1,6,0,0,40,39,0,1
23,1,10,3,12,1,4,45,39,0,1
49,2,9,1,2,0,4,40,39,0,1
32,1,8,1,6,0,4,40,25,0,1
49,1,11,3,3,4,4,40,39,0,0
33,1,10,0,10,1,4,40,39,0,1
28,1,15,3,10,1,4,85,39,0,0
47,1,9,1,12,0,2,40,39,0,1
41,1,9,3,7,3,4,40,39,0,1
34,3,14,1,3,0,4,40,39,1,1
25,1,9,3,7,1,4,35,39,0,0
20,0,10,3,8,3,4,40,39,0,0
21,1,10,3,12,1,4,15,39,0,0
25,1,9,3,4,4,4,30,27,0,1
46,1,5,1,7,0,4,40,39,0,1
37,1,2,1,2,0,1,40,0,0,1
41,1,10,1,2,0,4,56,39,1,1
30,1,9,1,13,0,4,40,39,1,1
54,1,10,1,6,0,4,40,39,0,1
35,2,9,1,4,0,4,99,39,0,1
58,0,9,4,8,1,4,12,39,0,0
21,1,10,3,13,3,4,25,6,0,0
35,2,14,1,12,0,4,40,39,1,1
35,1,15,1,10,0,4,80,39,1,1
19,1,10,3,2,3,4,20,39,0,1
48,1,9,0,3,1,4,40,39,0,0
56,0,10,1,8,0,4,40,26,0,1
65,2,10,4,2,1,4,35,39,0,0
40,1,13,2,0,4,2,35,39,0,1
26,1,9,3,0,1,4,40,39,0,0
45,1,10,1,3,0,4,40,39,0,1
26,1,10,3,2,3,4,40,39,0,1
32,1,9,1,0,0,4,40,39,0,1
22,2,10,3,2,1,4,48,39,0,1
37,1,11,2,10,3,4,38,39,0,0
25,1,13,3,2,1,4,40,25,0,1
64,1,2,1,14,0,4,53,27,0,1
46,1,11,1,3,0,4,48,39,1,1
30,1,9,3,5,3,4,27,39,0,1
63,1,12,0,3,1,4,40,39,1,1
51,3,9,1,11,0,4,40,39,1,1
68,2,4,1,3,0,4,16,39,0,1
36,1,16,1,10,0,4,50,1,0,1
28,2,10,3,3,1,4,50,39,0,1
41,3,10,1,12,0,4,40,39,0,1
47,1,10,1,10,0,4,40,39,0,1
22,1,10,3,7,4,2,30,39,0,0
33,0,13,3,8,3,1,80,30,0,1
46,3,13,1,10,0,4,40,39,1,1
28,1,10,1,0,3,4,40,39,0,0
36,1,9,1,2,0,4,52,39,1,1
18,1,10,3,12,3,4,20,39,0,0
56,2,9,1,3,0,4,35,39,0,1
54,1,9,3,0,4,4,40,39,0,0
29,1,9,3,3,4,2,40,39,0,0
40,1,10,0,5,1,0,84,39,0,0
22,1,9,3,5,3,4,35,39,0,1
33,1,9,1,6,0,4,40,39,1,1
28,1,9,0,14,1,4,50,39,0,1
63,1,10,1,10,5,4,12,39,0,0
37,1,6,1,2,0,4,50,39,0,1
50,3,10,0,3,4,4,40,39,0,1
22,1,9,3,2,3,4,40,39,0,1
40,3,12,3,0,1,4,40,39,0,0
21,1,10,3,10,3,4,40,39,0,1
25,1,12,1,5,0,2,40,22,0,1
20,1,10,3,2,1,4,40,39,0,0
43,3,9,1,14,0,4,40,39,0,1
29,1,11,3,3,4,4,50,39,0,0
32,1,13,1,12,0,4,40,39,1,1
42,1,14,1,12,0,4,50,39,1,1
33,1,9,1,6,0,1,40,35,0,1
27,1,10,1,3,5,4,40,39,1,0
22,0,10,3,8,3,4,40,19,0,0
29,1,10,1,6,0,4,38,39,0,1
29,1,9,1,14,0,4,40,39,0,1
20,1,10,3,3,3,4,20,39,0,0
35,1,6,3,0,3,4,40,39,0,1
33,1,9,3,2,1,4,50,39,0,1
46,1,10,1,10,0,4,10,39,0,1
45,1,5,1,6,5,4,40,39,1,0
17,3,7,3,12,3,4,20,39,0,1
48,2,13,1,3,1,2,40,22,1,1
49,1,9,0,6,1,2,40,39,0,0
20,1,10,3,12,2,4,40,39,0,0
64,1,10,1,2,0,4,20,39,0,1
53,3,10,2,2,1,2,40,39,0,1
52,1,9,0,0,1,4,40,39,0,0
29,1,9,1,2,0,4,55,39,0,1
